MSSubClass,MSZoning,LotFrontage,log_LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,log_MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,log_BsmtFinSF1,BsmtFinType2,log_BsmtFinSF2,log_BsmtUnfSF,log_TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,log_1stFlrSF,log_2ndFlrSF,log_LowQualFinSF,log_GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,log_GarageArea,GarageQual,GarageCond,PavedDrive,log_WoodDeckSF,log_OpenPorchSF,log_EnclosedPorch,log_3SsnPorch,log_ScreenPorch,log_PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,adjusted_price,log_price,Age,HasBasement,HasGarage,HasFireplace,month_year,sold_during_recession
20,RM,50.0,8.699681400989514,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,4.653960350157523,BLQ,5.135798437050262,6.248042874508429,6.672032945461067,GasA,Ex,Y,SBrkr,6.672032945461067,0.0,0.0,6.672032945461067,0,0,1,0,2,1,TA,5,Typ,0,Not Applicable,Detchd,1948,Unf,1,5.5254529391317835,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2008,WD,Partial,115000.0,1058000.0,13.871891836579518,60,Yes,Yes,No,Apr 2008,Yes
50,RM,85.0,9.04793908261736,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1919,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.677083461247136,6.677083461247136,GasW,TA,N,FuseF,6.905753276311464,6.255750041753367,0.0,7.325148957955575,0,0,2,0,3,1,Fa,7,Typ,0,Not Applicable,Not Applicable,1,Not Applicable,0,0.0,Not Applicable,Not Applicable,N,0.0,0.0,4.976733742420574,0.0,0.0,0.0,0.0,8,2007,WD,Normal,115000.0,1058000.0,13.871891836579518,88,Yes,No,No,Aug 2007,No
20,RL,105.0,9.371778717853713,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,6.175867270105761,TA,TA,CBlock,Gd,TA,No,BLQ,6.559615237493242,Unf,0.0,7.038783541388542,7.520234556474628,GasA,Ex,Y,SBrkr,7.520234556474628,0.0,0.0,7.520234556474628,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1977,RFn,2,6.304448802421981,TA,TA,Y,0.0,4.812184355372417,0.0,0.0,0.0,0.0,0.0,1,2010,COD,Normal,190000.0,1747999.9999999998,14.373983407279834,33,Yes,Yes,Yes,Jan 2010,No
50,RL,75.0,9.161780181360806,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,6.09807428216624,Unf,0.0,6.311734809152915,6.902742737158593,GasA,Gd,Y,SBrkr,7.104144092987527,6.461468176353717,0.0,7.526178913346146,0,0,2,0,4,1,TA,7,Typ,0,Not Applicable,Attchd,1954,Unf,1,5.786897381366708,TA,TA,Y,5.209486152841421,0.0,0.0,0.0,0.0,0.0,0.0,10,2006,WD,Normal,136900.0,1259480.0,14.046210289309688,52,Yes,Yes,No,Oct 2006,No
80,RL,67.174983039437,8.955577146281511,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,5.5254529391317835,Unf,0.0,4.90527477843843,5.953243334287785,GasA,Ex,Y,SBrkr,6.652863029353347,6.48768401848461,0.0,7.266128779556451,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,2000,Fin,2,5.993961427306569,TA,TA,Y,5.198497031265826,0.0,0.0,0.0,0.0,0.0,0.0,4,2010,WD,Normal,180000.0,1655999.9999999998,14.319916217791894,10,Yes,Yes,Yes,Apr 2010,No
60,RL,77.0,9.20693457884135,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,5.3981627015177525,Gd,TA,PConc,Ex,TA,Av,GLQ,6.892641641172089,Unf,0.0,5.638354669333745,7.142827401161621,GasA,Ex,Y,SBrkr,7.1569563646156364,7.254884810077338,0.0,7.89989532313973,1,0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2007,Fin,3,6.675823221634848,TA,TA,Y,4.795790545596741,5.220355825078324,0.0,0.0,5.1298987149230735,0.0,0.0,10,2007,New,Partial,383970.0,3532523.9999999995,15.077523470656612,0,Yes,Yes,Yes,Oct 2007,No
20,RL,84.47681689252114,9.952325334619427,Pave,Reg,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,5.220355825078324,TA,Gd,CBlock,Gd,TA,Mn,ALQ,3.58351893845611,Rec,6.76849321164863,6.80903930604298,7.501082124259871,GasA,TA,Y,SBrkr,7.723120092266331,0.0,0.0,7.723120092266331,1,0,2,0,3,1,Gd,7,Typ,2,Gd,Basment,1953,Unf,2,6.111467339502679,TA,TA,Y,5.117993812416755,4.795790545596741,5.262690188904886,0.0,0.0,0.0,0.0,10,2007,COD,Abnorml,217000.0,1996399.9999999998,14.50685661747909,54,Yes,Yes,Yes,Oct 2007,No
70,RL,61.0,8.890135107818843,Pave,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.652863029353347,LwQ,5.017279836814924,4.653960350157523,6.9363427358340495,GasA,Ex,Y,SBrkr,7.270312886079025,6.785587645007929,0.0,7.749753406274437,1,0,2,1,3,1,Gd,9,Typ,1,TA,Detchd,1945,Unf,1,5.198497031265826,TA,TA,Y,5.41610040220442,0.0,0.0,0.0,0.0,0.0,0.0,7,2007,WD,Normal,259500.0,2387400.0,14.6857158845087,62,Yes,Yes,Yes,Jul 2007,No
160,FV,34.0,8.080546965824498,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,7.029972911706386,TA,TA,PConc,Gd,TA,No,GLQ,6.040254711277414,Unf,0.0,5.739792912179234,6.593044534142437,GasA,Gd,Y,SBrkr,6.593044534142437,6.593044534142437,0.0,7.285506548522785,0,0,2,1,2,1,TA,5,Typ,1,Fa,Detchd,1999,Unf,2,6.089044875446846,TA,TA,Y,0.0,3.4965075614664802,0.0,0.0,0.0,0.0,0.0,6,2007,WD,Normal,176000.0,1619199.9999999998,14.297443375664026,8,Yes,Yes,Yes,Jun 2007,No
20,RL,72.22320112819347,9.360224821513475,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,4.762173934797756,TA,TA,CBlock,TA,TA,No,LwQ,5.14166355650266,BLQ,6.508769136971682,5.53338948872752,6.996681488176539,GasA,TA,Y,SBrkr,6.996681488176539,0.0,0.0,6.996681488176539,0,1,1,0,3,1,TA,6,Typ,1,Po,Attchd,1962,Unf,1,5.666426688112432,TA,TA,Y,0.0,3.044522437723423,4.976733742420574,0.0,0.0,0.0,0.0,9,2009,WD,Normal,139000.0,1278800.0,14.061433478150628,47,Yes,Yes,Yes,Sept 2009,No
20,RL,74.0,9.052164937010307,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.026426808699636,7.026426808699636,GasA,Gd,Y,SBrkr,7.026426808699636,0.0,0.0,7.026426808699636,0,0,1,1,2,1,TA,5,Typ,0,Not Applicable,Attchd,2007,Unf,2,6.066108090103747,TA,TA,Y,4.394449154672439,4.174387269895637,0.0,0.0,0.0,0.0,0.0,4,2007,New,Partial,155000.0,1426000.0,14.170384581218405,1,Yes,Yes,No,Apr 2007,No
60,RL,90.0,9.423595190540022,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,7.293697720601438,Unf,0.0,5.318119993844216,7.422971251049421,GasA,Gd,Y,SBrkr,7.438383530044307,7.329093736246592,0.0,8.078067881815437,1,0,3,0,5,1,Gd,11,Typ,2,TA,Attchd,1990,Unf,3,6.38856140554563,TA,TA,Y,5.908082938168931,0.0,0.0,0.0,0.0,0.0,0.0,5,2010,WD,Normal,320000.0,2944000.0,14.89528009850476,20,Yes,Yes,Yes,May 2010,No
60,RL,65.0,9.043340831280013,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.591673732008658,6.591673732008658,GasA,Ex,Y,SBrkr,6.591673732008658,6.591673732008658,0.0,7.284134806195205,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005,Fin,2,5.968707559985366,TA,TA,Y,0.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,7,2006,New,Partial,163990.0,1508707.9999999998,14.22676487621105,1,Yes,Yes,Yes,Jul 2006,No
80,RL,85.06834374047942,9.973666387157374,Pave,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,SLvl,6,5,1969,1969,Flat,Metal,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,6.844815479208263,Unf,0.0,0.0,6.844815479208263,GasA,Ex,Y,SBrkr,6.8966943316227125,0.0,0.0,6.8966943316227125,1,0,1,0,1,1,TA,4,Typ,2,TA,Attchd,1969,Unf,2,6.293419278846481,TA,TA,Y,0.0,4.875197323201151,0.0,4.875197323201151,0.0,0.0,0.0,10,2006,WD,Normal,180000.0,1655999.9999999998,14.319916217791894,37,Yes,Yes,Yes,Oct 2006,No
50,RM,50.0,8.709630081951286,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1939,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,6.597145701886651,6.597145701886651,GasA,Gd,Y,SBrkr,6.650279048587422,5.863631175598097,0.0,7.024649030453636,0,0,1,0,3,1,TA,4,Typ,0,Not Applicable,Detchd,1979,Unf,1,5.579729825986222,TA,TA,P,0.0,0.0,4.948759890378168,0.0,0.0,0.0,0.0,6,2007,WD,Normal,100000.0,919999.9999999999,13.732130035981154,68,Yes,Yes,No,Jun 2007,No
20,RL,75.0,9.155356063643422,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1958,1958,Hip,CompShg,MetalSd,MetalSd,BrkFace,4.912654885736052,TA,Gd,CBlock,TA,TA,No,BLQ,6.3473892096560105,Unf,0.0,6.236369590203704,6.985641817639208,GasA,Gd,Y,SBrkr,6.985641817639208,0.0,0.0,6.985641817639208,0,0,1,0,3,1,TA,5,Typ,0,Not Applicable,Attchd,1958,Unf,1,5.666426688112432,TA,TA,Y,0.0,0.0,0.0,0.0,4.875197323201151,0.0,0.0,6,2008,WD,Normal,136000.0,1251200.0,14.0396144480056,50,Yes,Yes,No,Jun 2008,Yes
120,RL,55.0,8.973731569708402,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1993,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,5.707110264748875,Unf,0.0,6.802394763324311,7.090076835776092,GasA,Ex,Y,SBrkr,7.090076835776092,0.0,0.0,7.090076835776092,0,0,2,0,2,1,Gd,5,Typ,0,Not Applicable,Attchd,1993,RFn,2,6.274762021241939,TA,TA,Y,0.0,4.1588830833596715,0.0,0.0,0.0,0.0,0.0,3,2008,WD,Normal,153900.0,1415880.0,14.163262510156258,15,Yes,Yes,No,Mar 2008,Yes
20,RL,48.0,9.743553514619803,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1998,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,Gd,Fa,No,Unf,0.0,Unf,0.0,7.217443431696533,7.217443431696533,GasA,TA,Y,SBrkr,7.369600720526409,0.0,0.0,7.369600720526409,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1979,Unf,2,6.077642243349034,TA,TA,Y,5.262690188904886,0.0,0.0,0.0,0.0,0.0,0.0,1,2009,WD,Normal,181000.0,1665199.9999999998,14.325456394831242,30,Yes,Yes,Yes,Jan 2009,Yes
190,RM,60.0,8.821879862683842,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,6,8,1935,1982,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,Av,GLQ,6.19644412779452,Unf,0.0,3.4339872044851463,6.255750041753367,GasA,Gd,N,SBrkr,6.255750041753367,0.0,5.459585514144159,6.626717749249025,1,0,1,0,2,1,TA,5,Typ,0,Not Applicable,Not Applicable,1,Not Applicable,0,0.0,Not Applicable,Not Applicable,N,3.9889840465642745,0.0,0.0,0.0,0.0,0.0,0.0,6,2006,WD,Normal,84500.0,777399.9999999999,13.563711583738511,71,Yes,No,No,Jun 2006,No
120,RL,63.49001887842541,8.502891406705377,Pave,IR1,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,4.795790545596741,Unf,0.0,6.8658910748834385,6.983789965258135,GasA,TA,Y,SBrkr,6.8658910748834385,0.0,0.0,6.8658910748834385,0,0,2,0,2,1,TA,5,Typ,1,TA,Attchd,1977,RFn,2,6.089044875446846,TA,TA,Y,0.0,5.327876168789581,0.0,0.0,0.0,0.0,0.0,2,2007,WD,Normal,128000.0,1177600.0,13.97898987614117,31,Yes,Yes,Yes,Feb 2007,No
45,RM,55.0,8.386856689688234,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Unf,5,7,1930,1950,Gable,CompShg,WdShing,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,LwQ,4.762173934797756,Unf,0.0,6.322565239927284,6.511745329644728,GasA,Ex,Y,SBrkr,6.734591659972948,0.0,0.0,6.734591659972948,0,0,1,0,3,1,TA,5,Typ,1,TA,Not Applicable,1,Not Applicable,0,0.0,Not Applicable,Not Applicable,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2007,WD,Normal,87000.0,800399.9999999999,13.592868131066247,77,Yes,No,Yes,Jun 2007,No
60,RL,69.0,8.934718614016768,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.58724865840025,TA,TA,CBlock,TA,TA,No,BLQ,6.240275845170769,Unf,0.0,5.003946305945459,6.493753839851686,GasA,TA,Y,SBrkr,6.493753839851686,6.535241271013659,0.0,7.207118856207756,0,0,1,1,3,1,TA,6,Typ,1,Fa,Attchd,1966,RFn,2,6.118097198041348,TA,TA,Y,5.241747015059643,4.6913478822291435,0.0,0.0,0.0,0.0,0.0,7,2006,WD,Normal,155000.0,1426000.0,14.170384581218405,40,Yes,Yes,Yes,Jul 2006,No
20,RL,69.0,9.102086786535928,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1991,Gable,CompShg,Plywood,Plywood,BrkFace,4.454347296253507,TA,TA,CBlock,TA,TA,No,Rec,6.342121418721152,BLQ,3.367295829986474,6.025865973825314,6.9167150203536085,GasA,TA,Y,FuseA,6.960347729101308,0.0,0.0,6.960347729101308,0,1,1,1,3,1,Ex,6,Typ,0,Not Applicable,2Types,1998,RFn,2,6.621405651764134,TA,TA,Y,0.0,4.394449154672439,0.0,5.198497031265826,0.0,0.0,0.0,7,2006,WD,Abnorml,150000.0,1380000.0,14.137594781770806,48,Yes,Yes,No,Jul 2006,No
60,RL,88.0,9.561067663645012,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,5.736572297479192,TA,TA,CBlock,TA,TA,No,Rec,6.100318952020064,Unf,0.0,6.173786103901937,6.829793737512425,GasA,Ex,Y,SBrkr,7.104144092987527,6.848005274576363,0.0,7.67693714581808,0,0,2,1,4,1,Gd,8,Typ,2,Gd,Attchd,1966,Fin,2,6.1903154058531475,TA,TA,Y,4.663439094112067,4.204692619390966,0.0,0.0,0.0,0.0,0.0,5,2006,WD,Normal,226000.0,2079199.9999999998,14.547494243263515,40,Yes,Yes,Yes,May 2006,No
60,RL,73.0171267872633,9.411238314343073,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,3.713572066704308,Gd,TA,PConc,Gd,TA,No,GLQ,6.54534966033442,Unf,0.0,5.697093486505405,6.900730664045173,GasA,Ex,Y,SBrkr,6.930494765951626,6.940222469119639,0.0,7.628031126930335,1,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2000,RFn,2,5.968707559985366,TA,TA,Y,3.2188758248682006,3.8918202981106265,0.0,0.0,0.0,0.0,0.0,7,2009,WD,Normal,244000.0,2244800.0,14.624127433804219,9,Yes,Yes,Yes,Jul 2009,No
20,RL,75.0,8.907747686788648,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,6.0063531596017325,Unf,0.0,6.490723534502507,6.96979066990159,GasA,Gd,Y,SBrkr,7.191429330036379,0.0,0.0,7.191429330036379,1,0,1,0,3,1,Gd,7,Typ,0,Not Applicable,Detchd,1974,Unf,2,6.437751649736401,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2007,WD,Normal,150750.0,1386900.0,14.142582319676686,48,Yes,Yes,No,Jul 2007,No
20,RL,66.00368153255273,8.832587702434553,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.919980925828125,Gd,TA,PConc,Ex,TA,No,GLQ,6.913737350659685,Unf,0.0,5.572154032177765,7.145196134997171,GasA,Ex,Y,SBrkr,7.167809184316444,0.0,0.0,7.167809184316444,1,0,2,0,2,1,Gd,6,Typ,0,Not Applicable,Attchd,2001,Fin,2,6.156978985585555,TA,TA,Y,5.262690188904886,3.258096538021482,0.0,0.0,0.0,0.0,0.0,6,2009,WD,Normal,220000.0,2023999.9999999998,14.520586803460517,8,Yes,Yes,No,Jun 2009,Yes
20,RL,78.0,9.243388226022383,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1968,1993,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,6.3473892096560105,Unf,0.0,6.79346613258001,7.2875606403097235,GasA,Gd,Y,SBrkr,7.451241684987676,0.0,0.0,7.451241684987676,0,0,2,1,3,1,TA,7,Min1,1,TA,Attchd,1968,RFn,2,6.089044875446846,TA,TA,Y,0.0,4.574710978503383,5.198497031265826,0.0,0.0,0.0,0.0,7,2006,WD,Normal,180000.0,1655999.9999999998,14.319916217791894,38,Yes,Yes,Yes,Jul 2006,No
20,RL,80.0,9.249657234353133,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1970,1970,Hip,CompShg,Plywood,Plywood,BrkFace,5.666426688112432,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,7.173958319756794,7.173958319756794,GasA,Gd,Y,SBrkr,7.428333194190806,0.0,0.0,7.428333194190806,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1970,Unf,2,6.274762021241939,TA,TA,Y,4.59511985013459,0.0,0.0,0.0,0.0,0.0,0.0,5,2008,WD,Normal,174000.0,1600799.9999999998,14.286014686939122,38,Yes,Yes,Yes,May 2008,Yes
20,RL,70.5765888648924,9.245321340871428,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,5.2832037287379885,TA,TA,CBlock,TA,TA,No,BLQ,6.54534966033442,Unf,0.0,6.253828811575473,7.102499355774649,GasA,TA,Y,SBrkr,7.102499355774649,0.0,0.0,7.102499355774649,0,0,2,0,3,1,TA,5,Typ,1,Fa,Attchd,1967,RFn,1,5.765191102784844,TA,TA,Y,0.0,4.718498871295094,0.0,0.0,0.0,0.0,0.0,7,2007,WD,Normal,143000.0,1315600.0,14.089804153406206,40,Yes,Yes,Yes,Jul 2007,No
90,RL,82.0,9.312084355859467,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,7,5,1988,1989,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.2626798770413155,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,7.553810852008231,7.553810852008231,GasA,Gd,Y,SBrkr,7.580699752224563,0.0,0.0,7.580699752224563,0,0,3,0,5,2,TA,9,Typ,0,Not Applicable,2Types,1989,Unf,3,6.642486801367256,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2006,WD,Family,171000.0,1573199.9999999998,14.268622955186679,18,Yes,Yes,No,Jul 2006,No
60,RL,73.0,9.112396727646056,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.771441123130016,Gd,TA,PConc,Gd,TA,Mn,GLQ,6.505784060128229,Unf,0.0,5.820082930352362,6.912742820493176,GasA,Ex,Y,SBrkr,6.912742820493176,6.744059186311348,0.0,7.52456122628536,0,0,2,1,3,1,Gd,7,Typ,2,TA,Attchd,1999,Fin,3,6.493753839851686,TA,TA,Y,5.41610040220442,4.672828834461906,0.0,0.0,0.0,0.0,0.0,12,2008,WD,Normal,230000.0,2116000.0,14.565038544550008,9,Yes,Yes,Yes,Dec 2008,Yes
60,RL,65.0,9.64387450001194,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,6.71174039505618,Unf,0.0,4.68213122712422,6.834108738813838,GasA,Ex,Y,SBrkr,6.834108738813838,6.729824070489475,0.0,7.475905969367397,1,0,2,1,3,1,Gd,7,Typ,0,Not Applicable,Attchd,1997,RFn,2,6.154858094016418,TA,TA,Y,5.6240175061873385,4.605170185988092,0.0,0.0,0.0,0.0,0.0,8,2009,WD,Normal,231500.0,2129800.0,14.571539106090965,12,Yes,Yes,No,Aug 2009,No
20,RL,70.0,9.259225769705994,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.07073772800249,Unf,0.0,6.07073772800249,6.762729506931879,GasA,TA,Y,SBrkr,6.762729506931879,0.0,0.0,6.762729506931879,0,0,1,0,3,1,TA,5,Typ,1,Po,Not Applicable,1,Not Applicable,0,0.0,Not Applicable,Not Applicable,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2010,ConLI,Normal,115000.0,1058000.0,13.871891836579518,39,Yes,No,Yes,Apr 2010,No
20,RL,78.0,9.362718052397065,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,7.170888478512505,Unf,0.0,6.075346031088684,7.45876269238096,GasA,Ex,Y,SBrkr,7.45876269238096,0.0,0.0,7.45876269238096,1,0,2,0,3,1,Gd,7,Typ,0,Not Applicable,Attchd,2005,Fin,2,6.493753839851686,TA,TA,Y,5.081404364984463,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,1,2006,WD,Normal,260000.0,2392000.0,14.687640812112774,1,Yes,Yes,No,Jan 2006,No
50,RL,71.0,9.050288983827956,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,No,Rec,6.230481447578482,Unf,0.0,6.0014148779611505,6.814542897259958,GasA,Fa,Y,SBrkr,6.814542897259958,6.16541785423142,0.0,7.234177179749849,0,0,2,0,4,1,TA,6,Typ,0,Not Applicable,Detchd,2000,Unf,2,6.580639137284949,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2010,WD,Normal,166000.0,1527199.9999999998,14.238947206186547,58,Yes,Yes,No,Jun 2010,No
20,RL,78.0,9.243388226022383,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.214935757608986,Gd,TA,PConc,Gd,TA,Gd,GLQ,6.522092798170152,Unf,0.0,6.699500340161678,7.307202314764738,GasA,Ex,Y,SBrkr,7.31455283232408,0.0,0.0,7.31455283232408,1,0,2,0,3,1,Gd,6,Typ,0,Not Applicable,Attchd,1999,RFn,2,6.359573868672378,TA,TA,Y,4.976733742420574,3.4011973816621555,0.0,0.0,0.0,0.0,0.0,6,2009,WD,Normal,204000.0,1876799.9999999998,14.445079289703031,10,Yes,Yes,No,Jun 2009,Yes
