MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,log_price,Age,HasBasement,HasGarage,HasFireplace
30,RL,66.77802020990207,8.915566545710645,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,5,1941,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,5.58724865840025,Unf,0.0,6.259581464064923,6.670766320845874,GasA,TA,Y,FuseA,6.670766320845874,0.0,0.0,6.670766320845874,0,0,1,0,2,1,TA,4,Typ,2,TA,Not Applicable,1,Not Applicable,0,0.0,Not Applicable,Not Applicable,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2006,WD,Abnorml,11.51293546492023,65,Yes,No,Yes
50,RL,60.0,9.2237500588861,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.601230118728877,6.601230118728877,GasA,Gd,Y,FuseA,6.601230118728877,5.703782474656201,0.0,6.942156705699469,0,0,1,0,2,1,TA,5,Typ,0,Not Applicable,Detchd,1940,Unf,1,5.484796933490655,TA,TA,Y,0.0,3.6888794541139363,0.0,0.0,0.0,0.0,0.0,7,2007,WD,Normal,11.599112335481124,67,Yes,Yes,No
20,RL,68.0,9.166597449028265,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,6.606650186198215,Unf,0.0,6.0063531596017325,7.0431599159883405,GasA,TA,Y,SBrkr,7.0431599159883405,0.0,0.0,7.0431599159883405,1,0,1,0,3,1,TA,6,Typ,0,Not Applicable,Attchd,1956,Unf,1,6.391917113392602,TA,TA,Y,3.8066624897703196,0.0,0.0,0.0,0.0,0.0,0.0,6,2010,WD,Normal,11.767575435251748,54,Yes,Yes,No
20,RL,60.0,8.881975184248867,Pave,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,Rec,6.656726524178391,Unf,0.0,4.770684624465665,6.796823718274855,GasA,TA,Y,SBrkr,6.796823718274855,0.0,0.0,6.796823718274855,0,0,1,0,2,1,TA,6,Typ,0,Not Applicable,Detchd,1985,RFn,2,6.398594934535208,TA,TA,Y,5.375278407684165,0.0,0.0,0.0,0.0,0.0,0.0,9,2009,WD,Normal,11.719947764402807,37,Yes,Yes,No
60,RL,69.0,8.934718614016768,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,5,5,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.666426688112432,TA,TA,CBlock,TA,TA,No,ALQ,6.293419278846481,Unf,0.0,5.783825182329737,6.762729506931879,GasA,TA,Y,SBrkr,6.776506992372183,6.842683282238422,0.0,7.502738210754851,0,0,2,0,4,1,TA,8,Typ,1,TA,Attchd,1962,RFn,1,5.579729825986222,TA,TA,Y,0.0,5.1298987149230735,0.0,0.0,0.0,0.0,0.0,7,2007,WD,Normal,12.040614105490253,45,Yes,Yes,Yes
30,RM,60.0,9.101417964751995,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,2,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,BrkTil,Fa,Po,No,Unf,0.0,Unf,0.0,6.8690144506657065,6.8690144506657065,GasA,Gd,Y,Mix,6.982862751468942,0.0,0.0,6.982862751468942,0,0,1,0,2,1,TA,6,Maj2,0,Not Applicable,Detchd,1920,Unf,1,5.82600010738045,Po,Po,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2007,WD,Abnorml,11.112462823634855,87,Yes,Yes,No
60,FV,65.0,9.002824076547672,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,4.61512051684126,Gd,TA,PConc,Gd,TA,No,GLQ,6.70073110954781,Unf,0.0,5.638354669333745,6.996681488176539,GasA,Ex,Y,SBrkr,7.014814351275545,6.0844994130751715,0.0,7.346655163176539,1,0,2,0,2,1,Gd,7,Typ,0,Not Applicable,Attchd,2007,Fin,2,6.0844994130751715,TA,TA,Y,0.0,5.1298987149230735,0.0,0.0,0.0,0.0,0.0,10,2009,WD,Normal,12.392556361841777,3,Yes,Yes,No
120,RL,38.0,9.613402595468036,Pave,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,6.668228248417403,Unf,0.0,6.163314804034641,7.13966033596492,GasA,Ex,Y,SBrkr,7.161622002939187,0.0,0.0,7.161622002939187,1,0,1,1,1,1,Ex,4,Typ,2,Gd,Attchd,1996,Fin,2,6.2166061010848646,TA,TA,Y,4.795790545596741,3.4339872044851463,0.0,0.0,5.41610040220442,0.0,0.0,12,2008,WD,Normal,12.411056299528171,12,Yes,Yes,Yes
20,RL,65.0,9.078864009187797,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,3.2188758248682006,Unf,0.0,7.160069207596127,7.1785454837637,GasA,Ex,Y,SBrkr,7.1785454837637,0.0,0.0,7.1785454837637,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2005,Fin,2,5.993961427306569,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2006,New,Partial,12.013646205940514,1,Yes,Yes,Yes
30,RL,60.0,9.23024103368252,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1940,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,6.511745329644728,6.511745329644728,GasA,Ex,Y,SBrkr,6.511745329644728,0.0,0.0,6.511745329644728,0,0,1,0,2,1,TA,4,Typ,0,Not Applicable,Detchd,1940,Unf,1,5.484796933490655,TA,TA,N,5.1298987149230735,0.0,0.0,0.0,0.0,0.0,0.0,8,2008,WD,Normal,11.58989576532275,68,Yes,Yes,No
60,RL,93.0,9.400216653174247,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,6.478509642208569,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.040536390215956,7.040536390215956,GasA,Gd,Y,SBrkr,7.061334366910438,7.002155954403621,0.0,7.724888439323074,0,0,2,1,4,1,Gd,10,Typ,1,TA,BuiltIn,1998,Fin,2,6.042632833682381,TA,TA,Y,4.976733742420574,4.820281565605037,0.0,0.0,0.0,0.0,0.0,7,2006,WD,Abnorml,12.460718739865236,8,Yes,Yes,Yes
60,RL,70.58834105392467,9.24619002486988,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.693323668269949,6.693323668269949,GasA,Gd,Y,SBrkr,6.693323668269949,6.642486801367256,0.0,7.360739903058278,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995,Fin,2,5.924255797414532,TA,TA,Y,0.0,3.713572066704308,0.0,0.0,0.0,0.0,0.0,5,2007,WD,Normal,12.031725210748633,12,Yes,Yes,Yes
20,RL,70.10127810847558,9.209540051805414,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1976,1993,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,7.018401799069201,Unf,0.0,5.111987788356544,7.156176637480615,GasA,Ex,Y,SBrkr,7.390798521735676,0.0,0.0,7.390798521735676,1,0,2,0,3,1,TA,8,Min1,1,TA,Attchd,1993,Unf,2,6.19644412779452,TA,TA,Y,4.795790545596741,4.3694478524670215,0.0,0.0,0.0,0.0,0.0,6,2009,WD,Normal,11.918397239722838,33,Yes,Yes,Yes
50,RL,51.0,9.257319373170178,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.970730078143525,6.970730078143525,GasA,Ex,Y,FuseA,7.062191632286556,0.0,6.161207321695077,7.402451520818244,0,0,1,0,3,1,TA,6,Maj2,0,Not Applicable,Detchd,1936,Unf,1,5.484796933490655,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2008,WD,Normal,11.652696102959753,72,Yes,Yes,No
70,RL,63.0,9.653550746326605,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1915,1976,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,6.734591659972948,6.734591659972948,GasA,Ex,Y,SBrkr,6.734591659972948,6.734591659972948,0.0,7.427144133408616,0,0,2,0,4,1,TA,8,Typ,0,Not Applicable,Attchd,1960,Unf,1,5.733341276897746,TA,TA,Y,0.0,0.0,5.081404364984463,0.0,0.0,0.0,0.0,3,2008,WD,Normal,12.083910661257521,93,Yes,Yes,No
60,RL,109.0,9.557823197546,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.860786223465865,Gd,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,6.96979066990159,6.96979066990159,GasA,Ex,Y,SBrkr,6.977281341630747,7.004881989712859,0.0,7.6838639802564295,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2006,RFn,3,6.854354502255021,TA,TA,Y,5.262690188904886,4.143134726391533,0.0,0.0,0.0,0.0,0.0,8,2007,New,Partial,12.54254845357358,1,Yes,Yes,Yes
60,FV,85.0,9.287394001418473,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,4.61512051684126,Gd,TA,PConc,Ex,TA,No,GLQ,6.672032945461067,Unf,0.0,5.5053315359323625,6.942156705699469,GasA,Ex,Y,SBrkr,6.957497370876951,6.9363427358340495,0.0,7.639642287858013,1,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2008,Fin,3,6.729824070489475,TA,TA,Y,0.0,4.634728988229636,0.0,0.0,0.0,0.0,0.0,4,2008,New,Partial,12.73596827534975,1,Yes,Yes,Yes
20,RL,68.0,9.166597449028265,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,1958,1958,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,TA,Fa,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,7.152268856032539,7.152268856032539,GasA,TA,Y,FuseA,7.152268856032539,0.0,0.0,7.152268856032539,0,0,1,0,3,1,TA,5,Mod,0,Not Applicable,Attchd,1958,Unf,1,5.860786223465865,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2009,COD,Abnorml,11.002116507732017,51,Yes,Yes,No
190,RL,100.0,10.453081864230466,Pave,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,6.963189985870238,Unf,0.0,0.0,6.963189985870238,GasA,TA,N,SBrkr,6.963189985870238,0.0,0.0,6.963189985870238,1,0,1,0,3,1,TA,5,Typ,0,Not Applicable,Attchd,1955,Fin,2,6.35088571671474,TA,TA,Y,5.579729825986222,0.0,0.0,0.0,0.0,0.0,0.0,1,2006,WD,Normal,11.884495917930655,51,Yes,Yes,No
20,FV,62.804474518208856,8.390268497842571,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,MetalSd,MetalSd,Stone,6.07073772800249,Ex,TA,PConc,Ex,TA,Av,GLQ,6.361302477572996,Unf,0.0,6.794586580876499,7.293697720601438,GasA,Ex,Y,SBrkr,7.2991214627108,0.0,0.0,7.2991214627108,1,0,2,1,2,1,Gd,7,Typ,1,Gd,Attchd,2009,Fin,2,6.184148890937483,TA,TA,Y,0.0,4.976733742420574,0.0,0.0,0.0,0.0,0.0,6,2010,New,Partial,12.310437165348775,1,Yes,Yes,Yes
30,RM,56.0,9.10063710688422,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,6,1927,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.9167150203536085,6.9167150203536085,GasA,Gd,Y,FuseA,6.9363427358340495,0.0,0.0,6.9363427358340495,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1927,Unf,2,5.8888779583328805,TA,TA,Y,0.0,0.0,4.875197323201151,0.0,0.0,0.0,0.0,3,2010,WD,Normal,11.652696102959753,83,Yes,Yes,Yes
60,RL,59.0,9.326254996572539,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,3.9318256327243257,GLQ,6.2766434893416445,6.214608098422191,6.985641817639208,GasA,Ex,Y,SBrkr,6.985641817639208,6.925595197110468,0.0,7.6487397889562425,0,1,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1993,Unf,3,6.520621127558696,TA,TA,Y,5.2832037287379885,5.236441962829949,0.0,0.0,0.0,0.0,0.0,12,2008,WD,Normal,12.337105293891872,15,Yes,Yes,Yes
20,RL,73.0,9.093806555720231,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,3.2188758248682006,Unf,0.0,7.183111701743281,7.201170883281678,GasA,Ex,Y,SBrkr,7.201170883281678,0.0,0.0,7.201170883281678,0,0,2,0,3,1,Gd,6,Typ,0,Not Applicable,Attchd,2007,Fin,2,5.983936280687191,TA,TA,Y,4.61512051684126,3.4339872044851463,0.0,0.0,0.0,0.0,0.0,8,2007,New,Partial,12.106997888588934,0,Yes,Yes,No
60,RL,74.0,8.967631665167133,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,5.318119993844216,TA,TA,CBlock,TA,TA,No,ALQ,5.3471075307174685,Unf,0.0,6.139884552226255,6.511745329644728,GasA,TA,Y,SBrkr,6.511745329644728,6.591673732008658,0.0,7.244941546337007,0,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1978,Fin,2,6.089044875446846,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2006,WD,Normal,11.915058360753719,28,Yes,Yes,Yes
70,RL,86.0,10.017753298664472,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6,6,1918,1950,Hip,CompShg,Wd Sdng,Stucco,None,0.0,TA,TA,BrkTil,Gd,TA,No,BLQ,7.029087564149662,Unf,0.0,5.493061443340548,7.223295679562314,GasW,TA,N,FuseA,7.223295679562314,7.134890851565884,0.0,7.872836175025724,1,0,2,1,4,1,TA,10,Typ,1,Gd,Detchd,1918,Unf,3,6.762729506931879,TA,TA,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2007,WD,Normal,12.384223015005313,89,Yes,Yes,Yes
50,RL,60.0,9.007121989469242,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,5.746203190540153,Unf,0.0,6.09807428216624,6.6293632534374485,GasA,Fa,N,FuseF,6.6293632534374485,5.937536205082426,0.0,7.034387929915503,1,0,1,1,3,1,TA,7,Typ,0,Not Applicable,Detchd,1940,Unf,1,5.484796933490655,TA,TA,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2007,WD,AdjLand,11.744045122410057,67,Yes,Yes,No
20,RL,65.0,9.042040056544483,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,6.654152520183219,Unf,0.0,5.641907070938114,6.963189985870238,GasA,Ex,Y,SBrkr,6.963189985870238,0.0,0.0,6.963189985870238,1,0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1968,Unf,1,5.720311776607412,TA,TA,Y,0.0,4.454347296253507,5.220355825078324,0.0,0.0,0.0,0.0,7,2010,WD,Normal,11.863589378812122,42,Yes,Yes,Yes
90,RM,78.0,8.862341963516347,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.303304908059076,TA,Gd,PConc,Gd,Gd,Gd,GLQ,7.177782416195197,Unf,0.0,3.58351893845611,7.20414929203594,GasA,Ex,Y,SBrkr,7.20414929203594,0.0,0.0,7.20414929203594,2,0,2,0,2,2,TA,8,Typ,0,Not Applicable,Attchd,1997,Fin,4,6.665683717782408,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2008,WD,Alloca,12.237091546357338,11,Yes,Yes,No
20,RL,78.77700521186358,9.719324300862802,Pave,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2000,Gable,CompShg,CemntBd,CmentBd,Stone,4.844187086458591,Gd,TA,CBlock,Gd,TA,No,ALQ,7.1284959456800365,Unf,0.0,5.877735781779639,7.3796321526095525,GasA,Gd,Y,SBrkr,7.3796321526095525,0.0,0.0,7.3796321526095525,0,1,2,0,3,1,Gd,8,Typ,1,TA,Attchd,1977,Fin,2,6.272877006546167,TA,TA,Y,5.484796933490655,0.0,0.0,0.0,0.0,0.0,0.0,6,2009,WD,Normal,12.278397958261774,32,Yes,Yes,Yes
20,RL,100.0,9.987415012471414,Pave,Reg,HLS,AllPub,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,5,5,1954,1954,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.8966943316227125,6.8966943316227125,GasA,Ex,Y,FuseA,6.8966943316227125,0.0,0.0,6.8966943316227125,0,0,1,0,2,1,TA,4,Typ,0,Not Applicable,Attchd,1954,RFn,2,6.255750041753367,TA,TA,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2008,WD,Normal,11.635151947212842,54,Yes,Yes,No
60,RL,80.0,9.127067452782361,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,6.161207321695077,Gd,TA,PConc,Gd,TA,No,GLQ,6.894670039433482,Unf,0.0,6.184148890937483,7.293697720601438,GasA,Gd,Y,SBrkr,7.293697720601438,7.057036981697891,0.0,7.875119281040293,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1998,Fin,3,6.546785410760524,TA,TA,Y,0.0,4.204692619390966,0.0,0.0,0.0,0.0,0.0,6,2008,WD,Normal,12.660331092405906,10,Yes,Yes,Yes
20,RL,72.0,9.105090961257085,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,4.31748811353631,TA,TA,CBlock,Gd,TA,No,LwQ,6.424869023905388,Unf,0.0,6.364750756851911,7.087573705557973,GasA,Gd,Y,FuseA,7.087573705557973,0.0,0.0,7.087573705557973,1,0,1,0,2,1,TA,6,Typ,1,Gd,Attchd,1956,RFn,1,5.697093486505405,TA,TA,Y,0.0,3.8066624897703196,0.0,0.0,0.0,0.0,0.0,5,2008,WD,Normal,11.842236406331555,52,Yes,Yes,Yes
60,RM,60.0,8.12533508671429,Pave,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1946,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.480044561926653,6.480044561926653,GasA,Gd,Y,SBrkr,6.56244409369372,6.52649485957079,0.0,7.237059026124737,0,0,1,1,3,1,TA,6,Typ,2,Gd,Detchd,1947,Unf,1,5.484796933490655,TA,TA,P,0.0,0.0,4.844187086458591,0.0,0.0,0.0,0.0,9,2009,WD,Normal,11.813037464800539,63,Yes,Yes,Yes
80,RL,73.76926688532942,9.45727857185611,Pave,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,4.983606621708336,Gd,TA,PConc,Gd,TA,Gd,GLQ,7.325807502595773,Unf,0.0,0.0,7.325807502595773,GasA,Gd,Y,SBrkr,7.405495663199472,0.0,0.0,7.405495663199472,1,1,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1989,Fin,2,6.345636360828596,TA,TA,Y,4.394449154672439,0.0,0.0,0.0,5.983936280687191,0.0,0.0,8,2009,WD,Normal,12.524530013005734,20,Yes,Yes,Yes
20,RL,77.0,9.058819564334941,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1957,1957,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,5.666426688112432,Unf,0.0,6.429719478039138,6.811244378601294,GasA,Ex,Y,SBrkr,6.811244378601294,0.0,0.0,6.811244378601294,0,0,1,0,3,1,TA,5,Typ,0,Not Applicable,Detchd,1964,Unf,1,5.8664680569332965,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2008,WD,Normal,11.599185726610004,51,Yes,Yes,No
20,RL,64.0,8.81922185757494,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.6913478822291435,Gd,TA,PConc,Gd,TA,No,GLQ,6.499787040655854,Unf,0.0,6.300785794663244,7.097548850614793,GasA,Ex,Y,SBrkr,7.097548850614793,0.0,0.0,7.097548850614793,1,0,2,0,2,1,Gd,6,Typ,0,Not Applicable,Attchd,2007,RFn,2,6.444131256700441,TA,TA,Y,4.663439094112067,4.007333185232471,0.0,0.0,0.0,0.0,0.0,9,2007,New,Partial,12.182809136284991,0,Yes,Yes,No
20,RL,130.0,9.346443454968522,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,GLQ,6.913737350659685,Unf,0.0,5.961005339623274,7.239214973779806,GasA,TA,Y,SBrkr,7.253470382684528,0.0,0.0,7.253470382684528,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1988,Unf,2,6.3578422665081,TA,TA,Y,0.0,0.0,5.135798437050262,0.0,0.0,0.0,0.0,3,2009,WD,Normal,12.07254696717504,21,Yes,Yes,Yes
160,RM,21.0,7.427144133408616,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.4510384535657,TA,TA,CBlock,TA,TA,No,ALQ,5.961005339623274,Unf,0.0,4.574710978503383,6.182084906716632,GasA,TA,Y,SBrkr,6.182084906716632,6.22455842927536,0.0,6.895682697747868,0,0,1,1,2,1,TA,4,Typ,0,Not Applicable,Detchd,1971,Unf,1,5.579729825986222,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2008,COD,Abnorml,11.355113089309977,37,Yes,Yes,No
50,RM,60.0,8.628197749459149,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,1920,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.804614520062624,6.804614520062624,GasA,Gd,Y,SBrkr,6.9930151229329605,4.709530201312334,0.0,7.089243155027514,0,0,1,0,4,1,TA,7,Typ,0,Not Applicable,Not Applicable,1,Not Applicable,0,0.0,Not Applicable,Not Applicable,N,0.0,4.59511985013459,0.0,0.0,0.0,0.0,0.0,9,2008,ConLD,Abnorml,11.288543647320601,88,Yes,No,No
160,RM,24.0,7.560601162768557,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.932245187448011,TA,TA,CBlock,TA,TA,No,ALQ,6.156978985585555,Unf,0.0,5.68697535633982,6.641182169740591,GasA,Ex,Y,SBrkr,6.641182169740591,6.398594934535208,0.0,7.2196420401307355,1,0,1,1,2,1,TA,6,Min1,0,Not Applicable,Detchd,1971,Unf,2,6.089044875446846,TA,TA,Y,5.484796933490655,3.6109179126442243,0.0,0.0,0.0,0.0,0.0,8,2007,WD,Normal,11.715874472198905,36,Yes,Yes,No
